1,DATOOUHTADEU,dato:"u:tadOY,o:"u:,DE
9,ATÄOTTADAU,QatE"OtadaU,E"O,DE
23,ATAÖTTADAU,Qata"9tadaU,a"9,DE
26,ATÜÖTTADAU,Qat"Y9tadaU,"Y9,DE
42,DATAUÄHTADEU,da:taU"E:tadOY,aU"E:,DE
49,ATUITTADAU,Qat"u:ItadaU,"u:I,DE
58,ATUATTADAU,Qat"u:atadaU,"u:a,DE
61,DATEUÖHTADEU,da:tOY"2:tadOY,OY"2:,DE
62,ATUÄTTADAU,Qat"u:EtadaU,"u:E,DE
71,DATUÄHTADEU,dat"u:E:tadOY,"u:E:,DE
94,DATEUÜHTADEU,da:tOY"y:tadOY,OY"y:,DE
110,DATEEOHTADEU,da:te:"o:tadOY,e:"o:,DE
111,DATUAHTADEU,dat"u:a:tadOY,"u:a:,DE
114,DATÄUHTADEU,datE:"u:tadOY,E:"u:,DE
131,ATEEUTTADAU,Qa:te:"UtadaU,e:"U,DE
134,ATAÜTTADAU,Qata"YtadaU,a"Y,DE
155,ATÖUTTADAU,Qat2:"UtadaU,2:"U,DE
173,ATAOTTADAU,Qata"OtadaU,a"O,DE
178,DATÜIEHTADEU,dat"y:i:tadOY,"y:i:,DE
189,DATIEAHTADEU,dat"i:a:tadOY,"i:a:,DE
212,DATAAUHTADEU,da:ta:"u:tadOY,a:"u:,DE
216,DATOOÖHTADEU,dto:"2:tadOY,o:"2:,DE
220,ATÄHUTTADAU,QatE:"UtadaU,E:"U,DE
221,ATEUATTADAU,QatOY"atadaU,OY"a,DE
225,DATUOHTADEU,dat"u:o:tadOY,"u:o:,DE
227,ATAIÜTTADAU,QataI"YtadaU,aI"Y,DE
238,DATEEAHTADEU,da:t"e:a:tadOY,"e:a:,DE
239,DATEUIEHTADEU,da:tOY"i:tadOY,OY"i:,DE
253,ATÜÖTTADAU,Qat"y:9tadaU,"y:9,DE
264,DATÄÜHTADEU,datE"y:tadOY,E"y:,DE
284,DATAEHTADEU,data"e:tadOY,a"e:,DE
286,DATEUOHTADEU,da:tOY"o:tadOY,OY"o:,DE
325,ATTÖATTADAU,Qat"9atadaU,"9a,DE
374,DATAIOHTADEU,da:taI"o:tadOY,aI"o:,DE
375,ATÄÖTTADAU,QatE"9tadaU,E"9,DE
379,DATEUÄHTADEU,da:tOY"E:tadOY,OY"E:,DE
383,DATÖUHTADEU,dat2:"u:tadOY,2:"u:,DE
401,ATAUÜTTADAU,QataU"YtadaU,aU"Y,DE
412,ATIEATTADAU,Qat"i:atadaU,"i:a,DE
423,DATIEUHTADEU,dati:"u:htadOY,i:"u:,DE
427,ATÜATTADAU,Qat"YatadaU,"Ya,DE
439,ATEEITTADAU,Qate:"ItadaU,e:"I,DE
463,ATUÖTTADAU,Qat"u:9tadaU,"u:9,DE
467,ATAUOTTADAU,QataU"OtadaU,aU"O,DE
471,ATAIÖTTADAU,QataI"9tadaU,aI"9,DE
477,DATAÜHTADEU,da:ta"y:tadOY,a"y:,DE
493,DATOOIEHTADEU,dat"o:i:tadOY,"o:i:,DE
498,DATÄUHTADEU,datE"u:tadOY,E"u:,DE
504,DATÄAHTADEU,da:t"E:a:tadOY,"E:a:,DE
505,DATÜOHTADEU,dat"y:o:tadOY,"y:o:,DE
510,ATÄHOTTADAU,QatE:"OtadaU,E:"O,DE
526,DATAUÖHTADEU,da:taU"2:tadOY,aU"2:,DE
533,DATIEÜHTADEU,dati:"y:tadOY,i:"y:,DE
537,DATÖIETADEU,dat"2:i:tadOY,"2:i:,DE
543,DATAIEHTADEU,data"i:tadOY,a"i:,DE
545,ATAIÄTTADAU,QataI"EtadaU,aI"E,DE
548,ATOOÜTTADAU,Qato:"YtadaU,o:"Y,DE
552,DATAÖHTADEU,da:ta"2:tadOY,a"2:,DE
566,ATAAITTADAU,Qata:"ItadaU,a:"I,DE
586,ATIEUTTADAU,Qati:"UtadaU,i:"U,DE
590,DATAÄHTADEU,da:ta"E:tadOY,a"E:,DE
592,ATAÄTTADAU,Qata"EtadaU,a"E,DE
595,ATÄHÜTTADAU,QatE:"YtadaU,E:"Y,DE
611,DATOOÄHTADEU,dat"o:E:tadOY,"o:E:,DE
623,DATÖAHTADEU,dat"2:a:tadOY,"2:a:,DE
630,DATIEÄHTADEU,dat"i:E:tadOY,"i:E:,DE
641,DATÖEHTADEU,dat"2:e:tadOY,"2:e:,DE
649,ATÖOTTADAU,Qat"2:OtadaU,"2:O,DE
653,DATAUAHTADEU,da:taU"a:tadOY,aU"a:,DE
655,DATAAÄHTADEU,da:ta:"E:tadOY,a:"E:,DE
673,DATAUEHTADEU,dataU"e:tadOY,aU"e:,DE
676,DATOOEHTADEU,dat"o:e:tadOY,"o:e:,DE
680,ATÜITTADAU,Qat"YItadaU,"YI,DE
